Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2021-12-26 03:17:46,"Midday Workout",1h 44m,"Pistol Squat",4,0.0,10,0,0,,,
2021-12-26 03:17:46,"Midday Workout",1h 44m,"Pistol Squat",5,0.0,10,0,0,,,
2021-12-29 12:48:34,"No Equipment",55m,"Push Up",1,0,20,0,0,"Decline","",
2021-12-29 12:48:34,"No Equipment",55m,"Push Up",2,0,20,0,0,,,
2021-12-29 12:48:34,"No Equipment",55m,"Push Up",3,0,20,0,0,,,
2021-12-29 12:48:34,"No Equipment",55m,"Push Up",4,0,20,0,0,,,
2021-12-29 12:48:34,"No Equipment",55m,"Push Up",5,0,20,0,0,,,
2021-12-29 12:48:34,"No Equipment",55m,"Push Up",6,0,20,0,0,,,
2021-12-29 12:48:34,"No Equipment",55m,"Triceps Dip",1,0,15,0,0,"",,
2021-12-29 12:48:34,"No Equipment",55m,"Triceps Dip",2,0,15,0,0,,,
2021-12-29 12:48:34,"No Equipment",55m,"Triceps Dip",3,0,15,0,0,,,
2021-12-30 10:27:34,"No Equipment",50m,"Elevated Pike Press",1,0,0,0,0,"","",
2021-12-30 10:27:34,"No Equipment",50m,"Elevated Pike Press",2,0,10,0,0,,,
2021-12-30 10:27:34,"No Equipment",50m,"Elevated Pike Press",3,0,10,0,0,,,
2021-12-30 10:27:34,"No Equipment",50m,"Elevated Pike Press",4,0,10,0,0,,,
2021-12-30 10:27:34,"No Equipment",50m,"Elevated Pike Press",5,0,10,0,0,,,
2021-12-30 10:27:34,"No Equipment",50m,"Pistol Squat",1,0.0,10,0,0,"Half-squats",,
2021-12-30 10:27:34,"No Equipment",50m,"Pistol Squat",2,0.0,10,0,0,,,
2021-12-30 10:27:34,"No Equipment",50m,"Pistol Squat",3,0.0,10,0,0,,,
2022-01-01 13:47:04,"No Equipment",45m,"Push Up",1,0,25,0,0,"Decline","",
2022-01-01 13:47:04,"No Equipment",45m,"Push Up",2,0,20,0,0,,,
2022-01-01 13:47:04,"No Equipment",45m,"Push Up",3,0,20,0,0,,,
2022-01-01 13:47:04,"No Equipment",45m,"Triceps Dip",1,0,13,0,0,"",,
2022-01-01 13:47:04,"No Equipment",45m,"Triceps Dip",2,0,13,0,0,,,
2022-01-01 13:47:04,"No Equipment",45m,"Elevated Pike Press",1,0,15,0,0,"",,
2022-01-01 13:47:04,"No Equipment",45m,"Elevated Pike Press",2,0,15,0,0,,,
2022-01-01 13:47:04,"No Equipment",45m,"Pistol Squat",1,0.0,3,0,0,"Half-squats",,
2022-01-01 13:47:04,"No Equipment",45m,"Pistol Squat",2,0.0,3,0,0,,,
2022-01-06 08:29:20,"No Equipment",1h 13m,"Push Up",1,0,30,0,0,"Decline","",
2022-01-06 08:29:20,"No Equipment",1h 13m,"Push Up",2,0,25,0,0,,,
2022-01-06 08:29:20,"No Equipment",1h 13m,"Push Up",3,0,20,0,0,,,
2022-01-06 08:29:20,"No Equipment",1h 13m,"Push Up",4,0,15,0,0,,,
2022-01-06 08:29:20,"No Equipment",1h 13m,"Push Up",5,0,20,0,0,,,
2022-01-06 08:29:20,"No Equipment",1h 13m,"Triceps Dip",1,0,15,0,0,"",,
2022-01-06 08:29:20,"No Equipment",1h 13m,"Triceps Dip",2,0,20,0,0,,,
2022-01-06 08:29:20,"No Equipment",1h 13m,"Triceps Dip",3,0,20,0,0,,,
2022-01-06 08:29:20,"No Equipment",1h 13m,"Triceps Dip",4,0,20,0,0,,,
2022-01-09 03:13:00,"Climbing",4h,"Rock Climbing",1,0,0,0,240,"","",
2022-01-10 10:01:00,"Climbing",2h 35m,"Rock Climbing",1,0,0,0,90,"","",
2022-01-10 10:01:00,"Climbing",2h 35m,"Push Up",1,0,25,0,0,"Decline",,
2022-01-10 10:01:00,"Climbing",2h 35m,"Push Up",2,0,20,0,0,,,
2022-01-10 10:01:00,"Climbing",2h 35m,"Push Up",3,0,20,0,0,,,
2022-01-16 00:36:05,"No Equipment",23m,"Push Up",1,0,25,0,0,"Decline","",
2022-01-16 00:36:05,"No Equipment",23m,"Push Up",2,0,20,0,0,,,
2022-01-16 00:36:05,"No Equipment",23m,"Push Up",3,0,15,0,0,,,
2022-01-16 00:36:05,"No Equipment",23m,"Push Up",4,0,15,0,0,,,
2022-01-16 00:36:05,"No Equipment",23m,"Triceps Dip",1,0,14,0,0,"",,
2022-01-16 00:36:05,"No Equipment",23m,"Triceps Dip",2,0,15,0,0,,,
2022-01-16 00:36:05,"No Equipment",23m,"Elevated Pike Press",1,0,10,0,0,"",,
2022-01-19 18:49:36,"Climbing",1h 32m,"Rock Climbing",1,0,0,0,60,"","",
2022-01-19 18:49:36,"Climbing",1h 32m,"Pull Up",1,12.5,8,0,0,"",,
2022-01-19 18:49:36,"Climbing",1h 32m,"Pull Up",2,12.5,5,0,0,,,
2022-01-19 18:49:36,"Climbing",1h 32m,"Pull Up",3,12.500000000000002,5,0,0,,,
2022-01-19 18:49:36,"Climbing",1h 32m,"Pull Up",4,12.500000000000002,4,0,0,,,
2022-01-19 18:49:36,"Climbing",1h 32m,"Pull Up",5,12.500000000000002,4,0,0,,,
2022-01-22 11:14:02,"Deadlift Day",1h 10m,"Overhead Press (Barbell)",1,95.0,6,0,0,"","",
2022-01-22 11:14:02,"Deadlift Day",1h 10m,"Overhead Press (Barbell)",2,105.0,6,0,0,,,
2022-01-22 11:14:02,"Deadlift Day",1h 10m,"Overhead Press (Barbell)",3,115.0,4,0,0,,,
2022-01-22 11:14:02,"Deadlift Day",1h 10m,"Overhead Press (Barbell)",4,105.0,5,0,0,,,
2022-01-22 11:14:02,"Deadlift Day",1h 10m,"Overhead Press (Barbell)",5,105.0,3,0,0,,,
2022-01-22 11:14:02,"Deadlift Day",1h 10m,"Deadlift (Barbell)",1,205.0,6,0,0,"",,
2022-01-22 11:14:02,"Deadlift Day",1h 10m,"Deadlift (Barbell)",2,215.0,3,0,0,,,
2022-01-22 11:14:02,"Deadlift Day",1h 10m,"Deadlift (Barbell)",3,215.0,4,0,0,,,
2022-01-22 11:14:02,"Deadlift Day",1h 10m,"Deadlift (Barbell)",4,215.0,4,0,0,,,
2022-01-22 11:14:02,"Deadlift Day",1h 10m,"Deadlift (Barbell)",5,225.0,3,0,0,,,
2022-01-22 11:14:02,"Deadlift Day",1h 10m,"Deadlift (Barbell)",6,225.0,3,0,0,,,
2022-01-22 11:14:02,"Deadlift Day",1h 10m,"Bench Press (Barbell)",1,155.0,6,0,0,"",,
2022-01-22 11:14:02,"Deadlift Day",1h 10m,"Bench Press (Barbell)",2,165.0,6,0,0,,,
2022-01-22 11:14:02,"Deadlift Day",1h 10m,"Bench Press (Barbell)",3,175.0,6,0,0,,,
2022-01-22 11:14:02,"Deadlift Day",1h 10m,"Crunch",1,20.0,12,0,0,"",,
2022-01-22 11:14:02,"Deadlift Day",1h 10m,"Crunch",2,20.0,12,0,0,,,
2022-01-23 12:38:13,"Upper Body",48m,"Bent Over Row (Barbell)",1,185.00000000000003,6,0,0,"","",
2022-01-23 12:38:13,"Upper Body",48m,"Bent Over Row (Barbell)",2,185.00000000000003,6,0,0,,,
2022-01-23 12:38:13,"Upper Body",48m,"Bent Over Row (Barbell)",3,185.00000000000003,6,0,0,,,
2022-01-23 12:38:13,"Upper Body",48m,"Bent Over Row (Barbell)",4,185.00000000000003,6,0,0,,,
2022-01-23 12:38:13,"Upper Body",48m,"Bent Over Row (Barbell)",5,185.00000000000003,5,0,0,,,
2022-01-23 12:38:13,"Upper Body",48m,"Push Up",1,0,20,0,0,"",,
2022-01-23 12:38:13,"Upper Body",48m,"Push Up",2,0,20,0,0,,,
2022-01-23 12:38:13,"Upper Body",48m,"Push Up",3,0,15,0,0,,,
2022-01-24 19:06:20,"Climbing",1h 53m,"Rock Climbing",1,0,0,0,90,"","",
2022-01-24 19:06:20,"Climbing",1h 53m,"Pull Up",1,12.500000000000002,8,0,0,"",,
2022-01-24 19:06:20,"Climbing",1h 53m,"Pull Up",2,12.500000000000002,5,0,0,,,
2022-01-24 19:06:20,"Climbing",1h 53m,"Pull Up",3,12.500000000000002,4,0,0,,,
2022-01-24 19:06:20,"Climbing",1h 53m,"Pull Up",4,12.500000000000002,5,0,0,,,
2022-01-24 19:06:20,"Climbing",1h 53m,"Hanging Leg Raise",1,12.500000000000002,10,0,0,"",,
2022-01-24 19:06:20,"Climbing",1h 53m,"Hanging Leg Raise",2,12.500000000000002,10,0,0,,,
2022-01-24 19:06:20,"Climbing",1h 53m,"Hanging Leg Raise",3,12.500000000000002,5,0,0,,,
2022-01-24 19:06:20,"Climbing",1h 53m,"Hanging Leg Raise",4,12.500000000000002,5,0,0,,,
2022-01-25 17:39:00,"Afternoon Workout",31m,"Overhead Press (Barbell)",1,95.0,10,0,0,"","",
2022-01-25 17:39:00,"Afternoon Workout",31m,"Overhead Press (Barbell)",2,105.0,4,0,0,,,
2022-01-25 17:39:00,"Afternoon Workout",31m,"Overhead Press (Barbell)",3,105.0,6,0,0,,,
2022-01-25 17:39:00,"Afternoon Workout",31m,"Overhead Press (Barbell)",4,115.0,2,0,0,,,
2022-01-25 17:39:00,"Afternoon Workout",31m,"Overhead Press (Barbell)",5,105.0,4,0,0,,,
2022-01-27 19:49:31,"Climbing",1h 40m,"Rock Climbing",1,0,0,0,50,"","",
2022-01-27 19:49:31,"Climbing",1h 40m,"Pull Up",1,0.0,12,0,0,"",,
2022-01-27 19:49:31,"Climbing",1h 40m,"Pull Up",2,0.0,6,0,0,,,
2022-01-27 19:49:31,"Climbing",1h 40m,"Pull Up",3,0.0,4,0,0,,,
2022-01-27 19:49:31,"Climbing",1h 40m,"Pull Up",4,0.0,4,0,0,,,
2022-01-27 19:49:31,"Climbing",1h 40m,"Pull Up",5,0.0,3,0,0,,,
2022-01-27 19:49:31,"Climbing",1h 40m,"Overhead Press (Barbell)",1,105.0,6,0,0,"",,
2022-01-27 19:49:31,"Climbing",1h 40m,"Overhead Press (Barbell)",2,105.0,6,0,0,,,
2022-01-27 19:49:31,"Climbing",1h 40m,"Overhead Press (Barbell)",3,115.0,6,0,0,,,
2022-01-27 19:49:31,"Climbing",1h 40m,"Push Up",1,0,22,0,0,"",,
2022-01-27 19:49:31,"Climbing",1h 40m,"Push Up",2,0,15,0,0,,,
2022-01-27 19:49:31,"Climbing",1h 40m,"Push Up",3,0,15,0,0,,,
2022-01-31 18:34:39,"Climbing",1h 51m,"Rock Climbing",1,0,0,0,90,"","",
2022-01-31 18:34:39,"Climbing",1h 51m,"Pull Up",1,15.0,10,0,0,"",,
2022-01-31 18:34:39,"Climbing",1h 51m,"Pull Up",2,15.0,5,0,0,,,
2022-01-31 18:34:39,"Climbing",1h 51m,"Pull Up",3,15.0,4,0,0,,,
2022-01-31 18:34:39,"Climbing",1h 51m,"Pull Up",4,15.0,3,0,0,,,
2022-01-31 18:34:39,"Climbing",1h 51m,"Hanging Leg Raise",1,15.0,10,0,0,"",,
2022-01-31 18:34:39,"Climbing",1h 51m,"Hanging Leg Raise",2,15.0,10,0,0,,,
2022-01-31 18:34:39,"Climbing",1h 51m,"Hanging Leg Raise",3,15.0,6,0,0,,,
2022-01-31 23:34:41,"Upper Body",51m,"Overhead Press (Barbell)",1,105.0,6,0,0,"","",
2022-01-31 23:34:41,"Upper Body",51m,"Overhead Press (Barbell)",2,115.0,6,0,0,,,
2022-01-31 23:34:41,"Upper Body",51m,"Overhead Press (Barbell)",3,115.0,5,0,0,,,
2022-01-31 23:34:41,"Upper Body",51m,"Overhead Press (Barbell)",4,115.0,3,0,0,,,
2022-02-01 21:43:04,"Squat Day",1h,"Squat (Barbell)",1,185.00000000000003,6,0,0,"","",
2022-02-01 21:43:04,"Squat Day",1h,"Squat (Barbell)",2,195.0,6,0,0,,,
2022-02-01 21:43:04,"Squat Day",1h,"Squat (Barbell)",3,205.0,1,0,0,,,
2022-02-01 21:43:04,"Squat Day",1h,"Squat (Barbell)",4,195.0,4,0,0,,,
2022-02-01 21:43:04,"Squat Day",1h,"Squat (Barbell)",5,195.0,3,0,0,,,
2022-02-01 21:43:04,"Squat Day",1h,"Deadlift (Barbell)",1,205.0,6,0,0,"",,
2022-02-01 21:43:04,"Squat Day",1h,"Deadlift (Barbell)",2,205.0,6,0,0,,,
2022-02-07 17:15:18,"Climbing",1h 45m,"Rock Climbing",1,0,0,0,80,"","",
2022-02-07 17:15:18,"Climbing",1h 45m,"Pull Up",1,15.0,10,0,0,"",,
2022-02-07 17:15:18,"Climbing",1h 45m,"Pull Up",2,15.0,5,0,0,,,
2022-02-07 17:15:18,"Climbing",1h 45m,"Pull Up",3,15.0,5,0,0,,,
2022-02-07 17:15:18,"Climbing",1h 45m,"Pull Up",4,15.0,4,0,0,,,
2022-02-07 21:03:15,"Squat Day",1h 7m,"Overhead Press (Barbell)",1,105.0,6,0,0,"","",
2022-02-07 21:03:15,"Squat Day",1h 7m,"Overhead Press (Barbell)",2,115.0,6,0,0,,,
2022-02-07 21:03:15,"Squat Day",1h 7m,"Overhead Press (Barbell)",3,125.0,2,0,0,,,
2022-02-07 21:03:15,"Squat Day",1h 7m,"Overhead Press (Barbell)",4,125.0,1,0,0,,,
2022-02-07 21:03:15,"Squat Day",1h 7m,"Squat (Barbell)",1,185.00000000000003,6,0,0,"",,
2022-02-07 21:03:15,"Squat Day",1h 7m,"Squat (Barbell)",2,195.0,6,0,0,,,
2022-02-07 21:03:15,"Squat Day",1h 7m,"Squat (Barbell)",3,195.0,4,0,0,,,
2022-02-07 21:03:15,"Squat Day",1h 7m,"Bench Press (Barbell)",1,165.0,6,0,0,"",,
2022-02-07 21:03:15,"Squat Day",1h 7m,"Bench Press (Barbell)",2,165.0,6,0,0,,,
2022-02-09 18:02:00,"Upper Body",32m,"Bench Press (Barbell)",1,165.0,6,0,0,"","",
2022-02-09 18:02:00,"Upper Body",32m,"Bench Press (Barbell)",2,175.0,6,0,0,,,
2022-02-09 18:02:00,"Upper Body",32m,"Bent Over Row (Barbell)",1,185.00000000000003,6,0,0,"",,
2022-02-09 18:02:00,"Upper Body",32m,"Bent Over Row (Barbell)",2,185.00000000000003,6,0,0,,,
2022-02-09 18:02:00,"Upper Body",32m,"Overhead Press (Barbell)",1,115.0,3,0,0,"",,
2022-02-09 18:02:00,"Upper Body",32m,"Overhead Press (Barbell)",2,115.0,4,0,0,,,
2022-02-12 14:45:08,"Deadlift Day",1h 45m,"Overhead Press (Barbell)",1,105.0,6,0,0,"","",
2022-02-12 14:45:08,"Deadlift Day",1h 45m,"Overhead Press (Barbell)",2,115.0,6,0,0,,,
2022-02-12 14:45:08,"Deadlift Day",1h 45m,"Overhead Press (Barbell)",3,125.00000000000001,5,0,0,,,
2022-02-12 14:45:08,"Deadlift Day",1h 45m,"Overhead Press (Barbell)",4,125.0,3,0,0,,,
2022-02-12 14:45:08,"Deadlift Day",1h 45m,"Bench Press (Barbell)",1,165.0,6,0,0,"",,
2022-02-12 14:45:08,"Deadlift Day",1h 45m,"Bench Press (Barbell)",2,175.0,6,0,0,,,
2022-02-12 14:45:08,"Deadlift Day",1h 45m,"Bench Press (Barbell)",3,185.00000000000003,3,0,0,,,
2022-02-12 14:45:08,"Deadlift Day",1h 45m,"Bench Press (Barbell)",4,185.00000000000003,4,0,0,,,
2022-02-12 14:45:08,"Deadlift Day",1h 45m,"Deadlift (Barbell)",1,205.0,6,0,0,"",,
2022-02-12 14:45:08,"Deadlift Day",1h 45m,"Deadlift (Barbell)",2,215.0,6,0,0,,,
2022-02-12 14:45:08,"Deadlift Day",1h 45m,"Deadlift (Barbell)",3,225.0,6,0,0,,,
2022-02-12 14:45:08,"Deadlift Day",1h 45m,"Deadlift (Barbell)",4,225.0,6,0,0,,,
2022-02-12 14:45:08,"Deadlift Day",1h 45m,"Crunch",1,20.0,12,0,0,"",,
2022-02-12 14:45:08,"Deadlift Day",1h 45m,"Crunch",2,20.0,12,0,0,,,
2022-02-12 14:45:08,"Deadlift Day",1h 45m,"Crunch",3,20.0,12,0,0,,,
2022-02-15 19:06:38,"Climbing",1h 52m,"Rock Climbing",1,0,0,0,90,"","",
2022-02-15 19:06:38,"Climbing",1h 52m,"Pull Up",1,15.0,10,0,0,"",,
2022-02-15 19:06:38,"Climbing",1h 52m,"Pull Up",2,15.0,5,0,0,,,
2022-02-15 19:06:38,"Climbing",1h 52m,"Pull Up",3,15.0,4,0,0,,,
2022-02-15 19:06:38,"Climbing",1h 52m,"Pull Up",4,15.0,5,0,0,,,
2022-02-15 19:06:38,"Climbing",1h 52m,"Hanging Leg Raise",1,15.0,10,0,0,"",,
2022-02-15 19:06:38,"Climbing",1h 52m,"Hanging Leg Raise",2,15.0,10,0,0,,,
2022-02-16 18:04:58,"Filler",44m,"Bench Press (Barbell)",1,175.0,6,0,0,"","",
2022-02-16 18:04:58,"Filler",44m,"Bench Press (Barbell)",2,185.00000000000003,5,0,0,,,
2022-02-16 18:04:58,"Filler",44m,"Overhead Press (Barbell)",1,115.0,6,0,0,"",,
2022-02-16 18:04:58,"Filler",44m,"Overhead Press (Barbell)",2,125.0,4,0,0,,,
2022-02-16 18:04:58,"Filler",44m,"Deadlift (Barbell)",1,205.0,6,0,0,"",,
2022-02-16 18:04:58,"Filler",44m,"Deadlift (Barbell)",2,225.0,6,0,0,,,
2022-02-17 19:52:13,"Climbing",1h 52m,"Rock Climbing",1,0,0,0,110,"","",
2022-02-19 13:42:33,"Upper Body",1h 23m,"Bench Press (Barbell)",1,175.0,6,0,0,"","",
2022-02-19 13:42:33,"Upper Body",1h 23m,"Bench Press (Barbell)",2,185.00000000000003,6,0,0,,,
2022-02-19 13:42:33,"Upper Body",1h 23m,"Bench Press (Barbell)",3,195.0,2,0,0,,,
2022-02-19 13:42:33,"Upper Body",1h 23m,"Overhead Press (Barbell)",1,115.0,6,0,0,"",,
2022-02-19 13:42:33,"Upper Body",1h 23m,"Overhead Press (Barbell)",2,115.0,4,0,0,,,
2022-02-19 13:42:33,"Upper Body",1h 23m,"Overhead Press (Barbell)",3,115.0,2,0,0,,,
2022-02-19 13:42:33,"Upper Body",1h 23m,"Bent Over Row (Barbell)",1,175.0,6,0,0,"",,
2022-02-19 13:42:33,"Upper Body",1h 23m,"Bent Over Row (Barbell)",2,185.00000000000003,6,0,0,,,
2022-02-19 13:42:33,"Upper Body",1h 23m,"Bent Over Row (Barbell)",3,195.0,6,0,0,,,
2022-02-19 13:42:33,"Upper Body",1h 23m,"Bent Over Row (Barbell)",4,205.0,5,0,0,,,
2022-02-21 11:32:24,"Climbing",1h 31m,"Rock Climbing",1,0,0,0,70,"","",
2022-02-21 11:32:24,"Climbing",1h 31m,"Pull Up",1,20.0,8,0,0,"",,
2022-02-21 11:32:24,"Climbing",1h 31m,"Pull Up",2,20.0,5,0,0,,,
2022-02-21 11:32:24,"Climbing",1h 31m,"Pull Up",3,20.0,4,0,0,,,
2022-02-21 11:32:24,"Climbing",1h 31m,"Pull Up",4,20.0,4,0,0,,,
2022-02-21 11:32:24,"Climbing",1h 31m,"Pull Up",5,20.0,4,0,0,,,
2022-02-21 15:18:11,"Deadlift Day",40m,"Overhead Press (Barbell)",1,115.0,6,0,0,"","",
2022-02-21 15:18:11,"Deadlift Day",40m,"Overhead Press (Barbell)",2,125.0,4,0,0,,,
2022-02-21 15:18:11,"Deadlift Day",40m,"Overhead Press (Barbell)",3,125.0,2,0,0,,,
2022-02-21 15:18:11,"Deadlift Day",40m,"Overhead Press (Barbell)",4,125.0,3,0,0,,,
2022-02-21 15:18:11,"Deadlift Day",40m,"Bench Press (Barbell)",1,185.00000000000003,4,0,0,"",,
2022-02-21 15:18:11,"Deadlift Day",40m,"Bench Press (Barbell)",2,185.00000000000003,3,0,0,,,
2022-02-21 15:18:11,"Deadlift Day",40m,"Push Up",1,0,17,0,0,"",,
2022-02-21 15:18:11,"Deadlift Day",40m,"Push Up",2,0,15,0,0,,,
2022-02-21 15:18:11,"Deadlift Day",40m,"Deadlift (Barbell)",1,205.0,6,0,0,"",,
2022-02-23 18:49:50,"Climbing",1h 46m,"Rock Climbing",1,0,0,0,80,"","",
2022-02-23 18:49:50,"Climbing",1h 46m,"Pull Up",1,20.0,8,0,0,"",,
2022-02-23 18:49:50,"Climbing",1h 46m,"Pull Up",2,25.0,4,0,0,,,
2022-02-23 18:49:50,"Climbing",1h 46m,"Pull Up",3,25.0,4,0,0,,,
2022-02-23 18:49:50,"Climbing",1h 46m,"Pull Up",4,25.0,3,0,0,,,
2022-02-23 18:49:50,"Climbing",1h 46m,"Hanging Leg Raise",1,10.0,10,0,0,"",,
2022-02-23 18:49:50,"Climbing",1h 46m,"Hanging Leg Raise",2,10.0,10,0,0,,,
2022-02-23 18:49:50,"Climbing",1h 46m,"Hanging Leg Raise",3,10.0,10,0,0,,,
2022-02-23 18:49:50,"Climbing",1h 46m,"Hanging Leg Raise",4,10.0,10,0,0,,,
2022-02-23 18:49:50,"Climbing",1h 46m,"Bench Press (Barbell)",1,165.0,10,0,0,"",,
2022-02-23 18:49:50,"Climbing",1h 46m,"Bench Press (Barbell)",2,165.0,7,0,0,,,
2022-02-23 18:49:50,"Climbing",1h 46m,"Bench Press (Barbell)",3,165.0,8,0,0,,,
2022-02-23 18:49:50,"Climbing",1h 46m,"Overhead Press (Barbell)",1,95.0,5,0,0,"",,
2022-02-24 19:43:17,"Evening Workout",1h 49m,"Bench Press (Barbell)",1,165.0,10,0,0,"","",
2022-02-24 19:43:17,"Evening Workout",1h 49m,"Bench Press (Barbell)",2,175.0,7,0,0,,,
2022-02-24 19:43:17,"Evening Workout",1h 49m,"Overhead Press (Barbell)",1,105.0,8,0,0,"",,
2022-02-24 19:43:17,"Evening Workout",1h 49m,"Overhead Press (Barbell)",2,95.0,8,0,0,,,
2022-02-24 19:43:17,"Evening Workout",1h 49m,"Overhead Press (Barbell)",3,95.0,8,0,0,,,
2022-02-24 19:43:17,"Evening Workout",1h 49m,"Overhead Press (Barbell)",4,95.0,6,0,0,,,
2022-02-24 19:43:17,"Evening Workout",1h 49m,"Squat (Barbell)",1,185.00000000000003,8,0,0,"",,
2022-02-24 19:43:17,"Evening Workout",1h 49m,"Squat (Barbell)",2,195.0,8,0,0,,,
2022-02-24 19:43:17,"Evening Workout",1h 49m,"Squat (Barbell)",3,205.0,6,0,0,,,
2022-02-24 19:43:17,"Evening Workout",1h 49m,"Squat (Barbell)",4,215.0,4,0,0,,,
2022-02-28 19:13:16,"Climbing",1h 18m,"Rock Climbing",1,0,0,0,60,"","",
2022-02-28 19:13:16,"Climbing",1h 18m,"Pull Up",1,25.0,8,0,0,"",,
2022-02-28 19:13:16,"Climbing",1h 18m,"Pull Up",2,25.0,5,0,0,,,
2022-02-28 19:13:16,"Climbing",1h 18m,"Pull Up",3,25.0,4,0,0,,,
2022-02-28 19:13:16,"Climbing",1h 18m,"Pull Up",4,25.0,4,0,0,,,
2022-02-28 19:13:16,"Climbing",1h 18m,"Pull Up",5,25.0,3,0,0,,,
2022-02-28 19:13:16,"Climbing",1h 18m,"Pull Up",6,25.0,3,0,0,,,
2022-03-01 18:59:00,"Upper Body",45m,"Overhead Press (Barbell)",1,95.0,10,0,0,"","",
2022-03-01 18:59:00,"Upper Body",45m,"Overhead Press (Barbell)",2,105.0,8,0,0,,,
2022-03-01 18:59:00,"Upper Body",45m,"Overhead Press (Barbell)",3,115.0,2,0,0,,,
2022-03-01 18:59:00,"Upper Body",45m,"Overhead Press (Barbell)",4,95.0,6,0,0,,,
2022-03-01 18:59:00,"Upper Body",45m,"Bench Press (Barbell)",1,155.0,10,0,0,"",,
2022-03-01 18:59:00,"Upper Body",45m,"Bench Press (Barbell)",2,155.0,10,0,0,,,
2022-03-01 18:59:00,"Upper Body",45m,"Bench Press (Barbell)",3,155.0,9,0,0,,,
2022-03-01 18:59:00,"Upper Body",45m,"Bench Press (Barbell)",4,155.0,6,0,0,,,
2022-03-03 18:49:11,"Deadlift Day",1h 37m,"Bench Press (Barbell)",1,165.0,8,0,0,"","",
2022-03-03 18:49:11,"Deadlift Day",1h 37m,"Bench Press (Barbell)",2,165.0,8,0,0,,,
2022-03-03 18:49:11,"Deadlift Day",1h 37m,"Bench Press (Barbell)",3,175.0,8,0,0,,,
2022-03-03 18:49:11,"Deadlift Day",1h 37m,"Bench Press (Barbell)",4,195.0,6,0,0,,,
2022-03-03 18:49:11,"Deadlift Day",1h 37m,"Overhead Press (Barbell)",1,95.0,8,0,0,"",,
2022-03-03 18:49:11,"Deadlift Day",1h 37m,"Overhead Press (Barbell)",2,95.0,8,0,0,,,
2022-03-03 18:49:11,"Deadlift Day",1h 37m,"Overhead Press (Barbell)",3,115.0,4,0,0,,,
2022-03-03 18:49:11,"Deadlift Day",1h 37m,"Deadlift (Barbell)",1,215.0,6,0,0,"",,
2022-03-03 18:49:11,"Deadlift Day",1h 37m,"Deadlift (Barbell)",2,215.0,6,0,0,,,
2022-03-03 18:49:11,"Deadlift Day",1h 37m,"Deadlift (Barbell)",3,215.0,6,0,0,,,
2022-03-03 18:49:11,"Deadlift Day",1h 37m,"Deadlift (Barbell)",4,215.0,6,0,0,,,
2022-03-07 17:33:21,"Upper Body",1h 46m,"Overhead Press (Barbell)",1,105.0,8,0,0,"","",
2022-03-07 17:33:21,"Upper Body",1h 46m,"Overhead Press (Barbell)",2,115.0,6,0,0,,,
2022-03-07 17:33:21,"Upper Body",1h 46m,"Overhead Press (Barbell)",3,125.0,3,0,0,,,
2022-03-07 17:33:21,"Upper Body",1h 46m,"Overhead Press (Barbell)",4,115.0,6,0,0,,,
2022-03-07 17:33:21,"Upper Body",1h 46m,"Bench Press (Barbell)",1,185.00000000000003,6,0,0,"",,
2022-03-07 17:33:21,"Upper Body",1h 46m,"Bench Press (Barbell)",2,195.0,3,0,0,,,
2022-03-07 17:33:21,"Upper Body",1h 46m,"Bench Press (Barbell)",3,205.0,1,0,0,,,
2022-03-07 17:33:21,"Upper Body",1h 46m,"Bent Over Row (Barbell)",1,165.0,10,0,0,"",,
2022-03-07 17:33:21,"Upper Body",1h 46m,"Bent Over Row (Barbell)",2,185.00000000000003,6,0,0,,,
2022-03-07 17:33:21,"Upper Body",1h 46m,"Bent Over Row (Barbell)",3,205.0,4,0,0,,,
2022-03-07 17:33:21,"Upper Body",1h 46m,"Bent Over Row (Barbell)",4,195.0,6,0,0,,,
2022-03-09 17:51:54,"Upper Body",29m,"Overhead Press (Barbell)",1,115.0,4,0,0,"","",
2022-03-09 17:51:54,"Upper Body",29m,"Overhead Press (Barbell)",2,95.0,8,0,0,,,
2022-03-09 17:51:54,"Upper Body",29m,"Overhead Press (Barbell)",3,95.0,5,0,0,,,
2022-03-09 17:51:54,"Upper Body",29m,"Overhead Press (Barbell)",4,95.0,5,0,0,,,
2022-03-09 17:51:54,"Upper Body",29m,"Bench Press (Barbell)",1,175.0,3,0,0,"",,
2022-03-09 17:51:54,"Upper Body",29m,"Bench Press (Barbell)",2,155.0,6,0,0,,,
2022-03-09 17:51:54,"Upper Body",29m,"Bench Press (Barbell)",3,145.0,6,0,0,,,
2022-03-09 17:51:54,"Upper Body",29m,"Bench Press (Barbell)",4,145.0,6,0,0,,,
2022-03-10 18:18:13,"Upper Body",56m,"Overhead Press (Barbell)",1,85.0,9,0,0,"","",
2022-03-10 18:18:13,"Upper Body",56m,"Overhead Press (Barbell)",2,74.99999999999999,10,0,0,,,
2022-03-10 18:18:13,"Upper Body",56m,"Overhead Press (Barbell)",3,74.99999999999999,8,0,0,,,
2022-03-10 18:18:13,"Upper Body",56m,"Overhead Press (Barbell)",4,74.99999999999999,8,0,0,,,
2022-03-10 18:18:13,"Upper Body",56m,"Bench Press (Barbell)",1,135.0,10,0,0,"",,
