"Date","Workout name","Exercise","Set","Weight","Reps","Distance","Duration","Measurement unit","Notes"
"2018-04-27 10:40:24","Arms + Abs","Barbell Bicep Curl","2","10","5","","","kg",
"2018-04-27 10:40:24","Arms + Abs","Barbell Bicep Curl","3","10","5","","","kg",
"2018-04-27 10:40:24","Arms + Abs","Close Grip Barbell Bench Press","1","14","10","","","kg",
"2018-04-27 10:40:24","Arms + Abs","Close Grip Barbell Bench Press","2","14","10","","","kg",
"2018-04-27 10:40:24","Arms + Abs","Close Grip Barbell Bench Press","3","14","8","","","kg",
"2018-04-27 10:40:24","Arms + Abs","Barbell Drag Curl","1","5","10","","","kg",
"2018-04-27 10:40:24","Arms + Abs","Barbell Drag Curl","2","5","9","","","kg",
"2018-04-27 10:40:24","Arms + Abs","Barbell Drag Curl","3","5","10","","","kg",
"2018-04-27 10:40:24","Arms + Abs","Seated Dumbbell Triceps Extension","1","7","8","","","kg",
"2018-04-27 10:40:24","Arms + Abs","Seated Dumbbell Triceps Extension","2","7","8","","","kg",
"2018-04-27 10:40:24","Arms + Abs","Seated Dumbbell Triceps Extension","3","7","7","","","kg",
"2018-04-28 12:51:50","Legs + Butt","Barbell Squat","1","24","6","","","kg",
"2018-04-28 12:51:50","Legs + Butt","Barbell Squat","2","26","4","","","kg",
"2018-04-28 12:51:50","Legs + Butt","Barbell Squat","3","26","5","","","kg",
"2018-04-28 12:51:50","Legs + Butt","Leg Press","1","0","9","","","kg",
"2018-04-28 12:51:50","Legs + Butt","Leg Press","2","0","9","","","kg",
"2018-04-28 12:51:50","Legs + Butt","Leg Press","3","0","8","","","kg",
"2018-04-28 12:51:50","Legs + Butt","Barbell Romanian Deadlift","1","7","12","","","kg",
"2018-04-28 12:51:50","Legs + Butt","Barbell Romanian Deadlift","2","7","12","","","kg",
"2018-04-28 12:51:50","Legs + Butt","Barbell Romanian Deadlift","3","7","12","","","kg",
"2018-04-28 12:51:50","Legs + Butt","Glute Bridges","1","18","15","","","kg",
"2018-04-28 12:51:50","Legs + Butt","Glute Bridges","2","18","16","","","kg",
"2018-04-28 12:51:50","Legs + Butt","Glute Bridges","3","18","16","","","kg",
"2018-04-30 03:07:20","Chest + Calves","Incline Dumbbell Bench Press Flys","1","7","6","","","kg",
"2018-04-30 03:07:20","Chest + Calves","Incline Dumbbell Bench Press Flys","2","7","6","","","kg",
"2018-04-30 03:07:20","Chest + Calves","Incline Dumbbell Bench Press Flys","3","7","6","","","kg",
"2018-04-30 03:07:20","Chest + Calves","Barbell Bench Press","1","18","7","","","kg",
"2018-04-30 03:07:20","Chest + Calves","Barbell Bench Press","2","18","8","","","kg",
"2018-04-30 03:07:20","Chest + Calves","Barbell Bench Press","3","18","8","","","kg",
"2018-04-30 03:07:20","Chest + Calves","Chest Dips","1","40","5","","","kg",
"2018-04-30 03:07:20","Chest + Calves","Chest Dips","2","50","15","","","kg",
"2018-04-30 03:07:20","Chest + Calves","Chest Dips","3","50","15","","","kg",
"2018-04-30 03:07:20","Chest + Calves","Seated Calf Raise Machine","1","25","6","","","kg",
"2018-04-30 03:07:20","Chest + Calves","Seated Calf Raise Machine","2","25","7","","","kg",
"2018-04-30 03:07:20","Chest + Calves","Seated Calf Raise Machine","3","25","6","","","kg",
"2018-04-30 03:07:20","Chest + Calves","Standing Calf Raise Machine","1","60","7","","","kg",
"2018-04-30 03:07:20","Chest + Calves","Standing Calf Raise Machine","2","60","8","","","kg",
"2018-04-30 03:07:20","Chest + Calves","Standing Calf Raise Machine","3","60","7","","","kg",
"2018-05-01 04:58:31","Back + Butt + Abs","Barbell Squat","1","20","8","","","kg",
"2018-05-01 04:58:31","Back + Butt + Abs","Barbell Squat","2","20","8","","","kg",
"2018-05-01 04:58:31","Back + Butt + Abs","Barbell Squat","3","20","8","","","kg",
"2018-05-01 04:58:31","Back + Butt + Abs","Barbell Deadlifts","1","34","5","","","kg",
"2018-05-01 04:58:31","Back + Butt + Abs","Barbell Deadlifts","2","34","5","","","kg",
"2018-05-01 04:58:31","Back + Butt + Abs","Barbell Deadlifts","3","34","5","","","kg",
"2018-05-01 04:58:31","Back + Butt + Abs","Bent Over Barbell Row","1","16","6","","","kg",
"2018-05-01 04:58:31","Back + Butt + Abs","Bent Over Barbell Row","2","16","6","","","kg",
"2018-05-01 04:58:31","Back + Butt + Abs","Bent Over Barbell Row","3","12","9","","","kg",
"2018-05-01 04:58:31","Back + Butt + Abs","One Arm Dumbbell Row","1","8","7","","","kg",
"2018-05-01 04:58:31","Back + Butt + Abs","One Arm Dumbbell Row","2","8","7","","","kg",
"2018-05-01 04:58:31","Back + Butt + Abs","One Arm Dumbbell Row","3","8","7","","","kg",
"2018-05-04 11:24:23","Legs + Butt","Barbell Squat","1","20","10","","","kg",
"2018-05-04 11:24:23","Legs + Butt","Barbell Squat","2","20","10","","","kg",
"2018-05-04 11:24:23","Legs + Butt","Barbell Squat","3","20","10","","","kg",
"2018-05-04 11:24:23","Legs + Butt","Barbell Romanian Deadlift","1","7","12","","","kg",
"2018-05-04 11:24:23","Legs + Butt","Barbell Romanian Deadlift","2","7","12","","","kg",
"2018-05-04 11:24:23","Legs + Butt","Barbell Romanian Deadlift","3","7","12","","","kg",
"2018-05-08 05:42:14","Chest + Calves","Incline Dumbbell Bench Press Flys","1","7","7","","","kg",
"2018-05-08 05:42:14","Chest + Calves","Incline Dumbbell Bench Press Flys","2","7","7","","","kg",
"2018-05-08 05:42:14","Chest + Calves","Incline Dumbbell Bench Press Flys","3","7","8","","","kg",
"2018-05-08 05:42:14","Chest + Calves","Barbell Bench Press","1","18","7","","","kg",
"2018-05-08 05:42:14","Chest + Calves","Barbell Bench Press","2","20","3","","","kg",
"2018-05-08 05:42:14","Chest + Calves","Barbell Bench Press","3","20","4","","","kg",
"2018-05-08 05:42:14","Chest + Calves","Chest Dips","1","40","8","","","kg",
"2018-05-08 05:42:14","Chest + Calves","Chest Dips","2","40","8","","","kg",
"2018-05-08 05:42:14","Chest + Calves","Chest Dips","3","40","8","","","kg",
"2018-05-08 05:42:14","Chest + Calves","Seated Calf Raise Machine","1","25","7","","","kg",
"2018-05-08 05:42:14","Chest + Calves","Seated Calf Raise Machine","2","25","7","","","kg",
"2018-05-08 05:42:14","Chest + Calves","Seated Calf Raise Machine","3","25","8","","","kg",
"2018-05-08 05:42:14","Chest + Calves","Standing Calf Raise Machine","1","60","10","","","kg",
"2018-05-08 05:42:14","Chest + Calves","Standing Calf Raise Machine","2","60","8","","","kg",
"2018-05-08 05:42:14","Chest + Calves","Standing Calf Raise Machine","3","60","8","","","kg",
"2018-05-09 07:24:46","Back + Butt + Abs","Barbell Deadlifts","1","22","8","","","kg",
"2018-05-09 07:24:46","Back + Butt + Abs","Barbell Deadlifts","2","34","5","","","kg",
"2018-05-09 07:24:46","Back + Butt + Abs","Barbell Deadlifts","3","34","5","","","kg",
"2018-05-09 07:24:46","Back + Butt + Abs","Bulgarian Split Squat","1","0","8","","","kg",
"2018-05-09 07:24:46","Back + Butt + Abs","Bulgarian Split Squat","2","0","8","","","kg",
"2018-05-09 07:24:46","Back + Butt + Abs","Bulgarian Split Squat","3","0","8","","","kg",
"2018-05-09 07:24:46","Back + Butt + Abs","Seated Cable Rows","1","20","8","","","kg",
"2018-05-09 07:24:46","Back + Butt + Abs","Seated Cable Rows","2","20","8","","","kg",
"2018-05-09 07:24:46","Back + Butt + Abs","One Arm Dumbbell Row","1","8","8","","","kg",
"2018-05-09 07:24:46","Back + Butt + Abs","One Arm Dumbbell Row","2","8","8","","","kg",
"2018-05-09 07:24:46","Back + Butt + Abs","One Arm Dumbbell Row","3","8","8","","","kg",
"2018-05-10 12:33:58","Shoulders + Calves","Standing Barbell Military Press","1","10","6","","","kg",
"2018-05-10 12:33:58","Shoulders + Calves","Standing Barbell Military Press","2","10","6","","","kg",
"2018-05-10 12:33:58","Shoulders + Calves","Standing Barbell Military Press","3","10","5","","","kg",
"2018-05-10 12:33:58","Shoulders + Calves","Seated Bent Over Rear Delt Raise","1","15","10","","","kg",
"2018-05-10 12:33:58","Shoulders + Calves","Seated Bent Over Rear Delt Raise","2","15","10","","","kg",
"2018-05-10 12:33:58","Shoulders + Calves","Seated Bent Over Rear Delt Raise","3","15","10","","","kg",
"2018-05-10 12:33:58","Shoulders + Calves","Lateral Dumbbell Raises","1","3","12","","","kg",
"2018-05-10 12:33:58","Shoulders + Calves","Lateral Dumbbell Raises","2","3","12","","","kg",
"2018-05-10 12:33:58","Shoulders + Calves","Lateral Dumbbell Raises","3","3","12","","","kg",
"2018-05-11 14:14:16","Arms + Abs","Barbell Drag Curl","1","4","12","","","kg",
"2018-05-11 14:14:16","Arms + Abs","Barbell Drag Curl","2","5","6","","","kg",
"2018-05-11 14:14:16","Arms + Abs","Barbell Drag Curl","3","5","6","","","kg",
"2018-05-11 14:14:16","Arms + Abs","Barbell Drag Curl","4","5","6","","","kg",
"2018-05-11 14:14:16","Arms + Abs","Seated Dumbbell Triceps Extension","1","7","10","","","kg",
"2018-05-11 14:14:16","Arms + Abs","Seated Dumbbell Triceps Extension","2","7","10","","","kg",
"2018-05-11 14:14:16","Arms + Abs","Seated Dumbbell Triceps Extension","3","7","8","","","kg",
"2018-05-11 14:14:16","Arms + Abs","Cable Triceps Pushdown","1","7.5","8","","","kg",
"2018-05-11 14:14:16","Arms + Abs","Cable Triceps Pushdown","2","7.5","8","","","kg",
"2018-05-11 14:14:16","Arms + Abs","Cable Triceps Pushdown","3","7.5","9","","","kg",
"2018-05-11 14:14:16","Arms + Abs","Barbell Bicep Curl","1","7.5","5","","","kg",
"2018-05-11 14:14:16","Arms + Abs","Barbell Bicep Curl","2","7.5","5","","","kg",
"2018-05-11 14:14:16","Arms + Abs","Barbell Bicep Curl","3","7.5","5","","","kg",
"2018-05-11 14:14:16","Arms + Abs","Plank","1","","","","00:50:00","",
"2018-05-13 07:19:29","Legs + Butt","Bulgarian Split Squat","1","0","12","","","kg",
"2018-05-13 07:19:29","Legs + Butt","Bulgarian Split Squat","2","0","12","","","kg",
"2018-05-13 07:19:29","Legs + Butt","Bulgarian Split Squat","3","0","12","","","kg",
"2018-05-13 07:19:29","Legs + Butt","Barbell Romanian Deadlift","1","7","15","","","kg",
"2018-05-13 07:19:29","Legs + Butt","Barbell Romanian Deadlift","2","7","15","","","kg",
"2018-05-13 07:19:29","Legs + Butt","Barbell Romanian Deadlift","3","7","15","","","kg",
"2018-05-13 07:19:29","Legs + Butt","Barbell Hip Thrust","1","17.5","10","","","kg",
"2018-05-13 07:19:29","Legs + Butt","Barbell Hip Thrust","2","17.5","10","","","kg",
"2018-05-13 07:19:29","Legs + Butt","Barbell Hip Thrust","3","17.5","10","","","kg",
"2018-05-14 12:55:38","Chest + Calves","Incline Dumbbell Bench Press Flys","1","7","10","","","kg",
"2018-05-14 12:55:38","Chest + Calves","Incline Dumbbell Bench Press Flys","2","8","5","","","kg",
"2018-05-14 12:55:38","Chest + Calves","Incline Dumbbell Bench Press Flys","3","8","5","","","kg",
"2018-05-14 12:55:38","Chest + Calves","Barbell Bench Press","1","20","3","","","kg",
"2018-05-14 12:55:38","Chest + Calves","Barbell Bench Press","2","20","3","","","kg",
"2018-05-14 12:55:38","Chest + Calves","Barbell Bench Press","3","20","3","","","kg",
"2018-05-14 12:55:38","Chest + Calves","Chest Dips","1","40","10","","","kg",
"2018-05-14 12:55:38","Chest + Calves","Chest Dips","2","40","10","","","kg",
"2018-05-14 12:55:38","Chest + Calves","Chest Dips","3","40","10","","","kg",
"2018-05-16 06:53:35","Back + Butt + Abs","Bulgarian Split Squat","1","0","12","","","kg",
"2018-05-16 06:53:35","Back + Butt + Abs","One Arm Dumbbell Row","1","8","8","","","kg",
"2018-05-16 06:53:35","Back + Butt + Abs","One Arm Dumbbell Row","2","8","10","","","kg",
"2018-05-16 06:53:35","Back + Butt + Abs","One Arm Dumbbell Row","3","8","10","","","kg",
"2018-05-16 06:53:35","Back + Butt + Abs","Cable Underhand Pulldown","1","20","10","","","kg",
"2018-05-16 06:53:35","Back + Butt + Abs","Cable Underhand Pulldown","2","20","10","","","kg",
"2018-05-16 06:53:35","Back + Butt + Abs","Cable Underhand Pulldown","3","20","8","","","kg",
"2018-05-16 06:53:35","Back + Butt + Abs","Seated Cable Rows","1","20","8","","","kg",
"2018-05-16 06:53:35","Back + Butt + Abs","Seated Cable Rows","2","15","8","","","kg",
"2018-05-16 06:53:35","Back + Butt + Abs","Seated Cable Rows","3","15","8","","","kg",
"2018-05-18 05:13:22","Shoulders + Calves","Standing Barbell Military Press","1","10","7","","","kg",
"2018-05-18 05:13:22","Shoulders + Calves","Standing Barbell Military Press","2","12","3","","","kg",
"2018-05-18 05:13:22","Shoulders + Calves","Standing Barbell Military Press","3","12","3","","","kg",
"2018-05-18 05:13:22","Shoulders + Calves","Seated Bent Over Rear Delt Raise","1","15","10","","","kg",
"2018-05-18 05:13:22","Shoulders + Calves","Seated Bent Over Rear Delt Raise","2","15","10","","","kg",
"2018-05-18 05:13:22","Shoulders + Calves","Seated Bent Over Rear Delt Raise","3","15","12","","","kg",
"2018-05-18 05:13:22","Shoulders + Calves","Lateral Dumbbell Raises","1","4","5","","","kg",
"2018-05-18 05:13:22","Shoulders + Calves","Lateral Dumbbell Raises","2","3","12","","","kg",
"2018-05-18 05:13:22","Shoulders + Calves","Lateral Dumbbell Raises","3","3","12","","","kg",
"2018-05-18 05:13:22","Shoulders + Calves","Seated Calf Raise Machine","1","25","8","","","kg",
"2018-05-18 05:13:22","Shoulders + Calves","Seated Calf Raise Machine","2","25","8","","","kg",
"2018-05-18 05:13:22","Shoulders + Calves","Seated Calf Raise Machine","3","25","8","","","kg",
"2018-05-18 05:13:22","Shoulders + Calves","Standing Calf Raise Machine","1","60","10","","","kg",
"2018-05-18 05:13:22","Shoulders + Calves","Standing Calf Raise Machine","2","70","6","","","kg",
"2018-05-18 05:13:22","Shoulders + Calves","Standing Calf Raise Machine","3","70","8","","","kg",
"2018-05-18 05:13:22","Shoulders + Calves","Plank","1","","","","00:59:00","",
"2018-05-19 05:57:19","Legs + Butt","Goblet Squat","1","7","5","","","kg",
"2018-05-19 05:57:19","Legs + Butt","Goblet Squat","2","8","8","","","kg",
"2018-05-19 05:57:19","Legs + Butt","Goblet Squat","3","8","8","","","kg",
"2018-05-19 05:57:19","Legs + Butt","Leg Press","1","0","10","","","kg",
"2018-05-19 05:57:19","Legs + Butt","Leg Press","2","5","8","","","kg",
"2018-05-19 05:57:19","Legs + Butt","Leg Press","3","5","8","","","kg",
"2018-05-19 05:57:19","Legs + Butt","Bulgarian Split Squat","1","0","12","","","kg",
"2018-05-19 05:57:19","Legs + Butt","Barbell Romanian Deadlift","1","8","12","","","kg",
"2018-05-19 05:57:19","Legs + Butt","Barbell Romanian Deadlift","2","8","12","","","kg",
"2018-05-19 05:57:19","Legs + Butt","Barbell Romanian Deadlift","3","8","12","","","kg",
"2018-05-19 05:57:19","Legs + Butt","Barbell Hip Thrust","1","18","10","","","kg",
"2018-05-19 05:57:19","Legs + Butt","Barbell Hip Thrust","2","18","10","","","kg",
"2018-05-19 05:57:19","Legs + Butt","Barbell Hip Thrust","3","18","10","","","kg",
"2018-05-21 11:14:11","Chest + Calves","Incline Dumbbell Bench Press Flys","1","6","10","","","kg",
"2018-05-21 11:14:11","Chest + Calves","Incline Dumbbell Bench Press Flys","2","8","6","","","kg",
"2018-05-21 11:14:11","Chest + Calves","Incline Dumbbell Bench Press Flys","3","8","6","","","kg",
"2018-05-21 11:14:11","Chest + Calves","Barbell Bench Press","1","20","5","","","kg",
"2018-05-21 11:14:11","Chest + Calves","Barbell Bench Press","2","20","5","","","kg",
"2018-05-21 11:14:11","Chest + Calves","Barbell Bench Press","3","20","5","","","kg",
"2018-05-21 11:14:11","Chest + Calves","Dumbbell Bench Press","1","8","5","","","kg",
"2018-05-21 11:14:11","Chest + Calves","Dumbbell Bench Press","2","8","5","","","kg",
"2018-05-21 11:14:11","Chest + Calves","Dumbbell Bench Press","3","8","5","","","kg",
"2018-05-21 11:14:11","Chest + Calves","Seated Calf Raise Machine","1","27.5","4","","","kg",
"2018-05-21 11:14:11","Chest + Calves","Seated Calf Raise Machine","2","27.5","5","","","kg",
"2018-05-21 11:14:11","Chest + Calves","Standing Calf Raise Machine","1","70","10","","","kg",
"2018-05-21 11:14:11","Chest + Calves","Standing Calf Raise Machine","2","70","10","","","kg",
"2018-05-21 11:14:11","Chest + Calves","Standing Calf Raise Machine","3","70","8","","","kg",
"2018-05-21 11:14:11","Chest + Calves","Plank","1","","","","01:00:00","",
"2018-05-22 10:45:45","Back + Butt + Abs","Barbell Deadlifts","1","35","5","","","kg",
"2018-05-22 10:45:45","Back + Butt + Abs","Barbell Deadlifts","2","35","5","","","kg",
"2018-05-22 10:45:45","Back + Butt + Abs","Barbell Deadlifts","3","35","5","","","kg",
"2018-05-22 10:45:45","Back + Butt + Abs","Bulgarian Split Squat","1","0","15","","","kg",
"2018-05-22 10:45:45","Back + Butt + Abs","Bulgarian Split Squat","2","0","15","","","kg",
"2018-05-22 10:45:45","Back + Butt + Abs","Bulgarian Split Squat","3","0","15","","","kg",
"2018-05-22 10:45:45","Back + Butt + Abs","One Arm Dumbbell Row","1","9","5","","","kg",
"2018-05-22 10:45:45","Back + Butt + Abs","One Arm Dumbbell Row","2","9","5","","","kg",
"2018-05-22 10:45:45","Back + Butt + Abs","One Arm Dumbbell Row","3","9","5","","","kg",
"2018-05-22 10:45:45","Back + Butt + Abs","Cable Underhand Pulldown","1","15","10","","","kg",
"2018-05-22 10:45:45","Back + Butt + Abs","Cable Underhand Pulldown","2","20","6","","","kg",
"2018-05-22 10:45:45","Back + Butt + Abs","Cable Underhand Pulldown","3","20","6","","","kg",
"2018-05-22 10:45:45","Back + Butt + Abs","Seated Cable Rows","1","20","6","","","kg",
"2018-05-22 10:45:45","Back + Butt + Abs","Seated Cable Rows","2","20","6","","","kg",
"2018-05-22 10:45:45","Back + Butt + Abs","Seated Cable Rows","3","20","6","","","kg",
"2018-05-22 10:45:45","Back + Butt + Abs","Plank","1","","","","00:01:00","",
"2018-05-24 10:18:17","Shoulders + Calves","Standing Barbell Military Press","1","12","4","","","kg",
"2018-05-24 10:18:17","Shoulders + Calves","Standing Barbell Military Press","2","12","3","","","kg",
"2018-05-24 10:18:17","Shoulders + Calves","Standing Barbell Military Press","3","12","3","","","kg",
"2018-05-24 10:18:17","Shoulders + Calves","Lateral Dumbbell Raises","1","3","15","","","kg",
"2018-05-24 10:18:17","Shoulders + Calves","Lateral Dumbbell Raises","2","3","14","","","kg",
"2018-05-24 10:18:17","Shoulders + Calves","Lateral Dumbbell Raises","3","3","12","","","kg",
"2018-05-24 10:18:17","Shoulders + Calves","Face Pull","1","15","12","","","kg",
"2018-05-24 10:18:17","Shoulders + Calves","Face Pull","2","15","12","","","kg",
"2018-05-24 10:18:17","Shoulders + Calves","Face Pull","3","15","12","","","kg",
"2018-05-24 10:18:17","Shoulders + Calves","Dumbbell Front Raises","1","2","12","","","kg",
"2018-05-24 10:18:17","Shoulders + Calves","Dumbbell Front Raises","2","2","12","","","kg",
"2018-05-26 11:14:39","Arms + Abs","Dumbbell Bicep Curl","1","5","8","","","kg",
"2018-05-26 11:14:39","Arms + Abs","Dumbbell Bicep Curl","2","5","8","","","kg",
"2018-05-26 11:14:39","Arms + Abs","Dumbbell Bicep Curl","3","5","8","","","kg",
"2018-05-26 11:14:39","Arms + Abs","Close Grip Barbell Bench Press","1","16","8","","","kg",
"2018-05-26 11:14:39","Arms + Abs","Close Grip Barbell Bench Press","2","16","7","","","kg",
"2018-05-26 11:14:39","Arms + Abs","Close Grip Barbell Bench Press","3","16","7","","","kg",
"2018-05-26 11:14:39","Arms + Abs","Barbell Bicep Curl","1","10","8","","","kg",
"2018-05-26 11:14:39","Arms + Abs","Barbell Bicep Curl","2","10","8","","","kg",
"2018-05-26 11:14:39","Arms + Abs","Barbell Bicep Curl","3","10","8","","","kg",
"2018-05-26 11:14:39","Arms + Abs","Seated Dumbbell Triceps Extension","1","7","12","","","kg",
"2018-05-26 11:14:39","Arms + Abs","Seated Dumbbell Triceps Extension","2","7","8","","","kg",
"2018-05-26 11:14:39","Arms + Abs","Seated Dumbbell Triceps Extension","3","7","8","","","kg",
"2018-05-26 11:14:39","Arms + Abs","Plank","1","","","","00:54:00","",
"2018-05-28 12:37:05","Chest + Calves","Incline Dumbbell Bench Press Flys","1","8","7","","","kg",
"2018-05-28 12:37:05","Chest + Calves","Incline Dumbbell Bench Press Flys","2","8","7","","","kg",
"2018-05-28 12:37:05","Chest + Calves","Incline Dumbbell Bench Press Flys","3","8","6","","","kg",
"2018-05-28 12:37:05","Chest + Calves","Barbell Bench Press","1","20","6","","","kg",
"2018-05-28 12:37:05","Chest + Calves","Barbell Bench Press","2","20","6","","","kg",
"2018-05-28 12:37:05","Chest + Calves","Barbell Bench Press","3","20","7","","","kg",
"2018-05-28 12:37:05","Chest + Calves","Chest Dips","1","40","9","","","kg",
"2018-05-28 12:37:05","Chest + Calves","Chest Dips","2","40","11","","","kg",
"2018-05-28 12:37:05","Chest + Calves","Chest Dips","3","40","10","","","kg",
"2018-05-28 12:37:05","Chest + Calves","Leg Press","1","5","10","","","kg",
"2018-05-28 12:37:05","Chest + Calves","Leg Press","2","5","10","","","kg",
"2018-05-28 12:37:05","Chest + Calves","Leg Press","3","5","10","","","kg",
"2018-05-28 12:37:05","Chest + Calves","Barbell Squat","1","20","8","","","kg",
"2018-05-28 12:37:05","Chest + Calves","Barbell Squat","2","20","8","","","kg",
"2018-05-28 12:37:05","Chest + Calves","Barbell Squat","3","20","8","","","kg",
"2018-05-29 11:53:05","Back + Butt + Abs","Barbell Deadlifts","1","36","5","","","kg",
"2018-05-29 11:53:05","Back + Butt + Abs","Barbell Deadlifts","2","36","5","","","kg",
"2018-05-29 11:53:05","Back + Butt + Abs","Barbell Deadlifts","3","36","5","","","kg",
"2018-05-29 11:53:05","Back + Butt + Abs","Bulgarian Split Squat","1","0","10","","","kg",
"2018-05-29 11:53:05","Back + Butt + Abs","One Arm Dumbbell Row","1","9","7","","","kg",
"2018-05-29 11:53:05","Back + Butt + Abs","One Arm Dumbbell Row","2","9","7","","","kg",
"2018-05-29 11:53:05","Back + Butt + Abs","One Arm Dumbbell Row","3","9","7","","","kg",
"2018-05-29 11:53:05","Back + Butt + Abs","Cable Underhand Pulldown","1","20","10","","","kg",
"2018-05-29 11:53:05","Back + Butt + Abs","Cable Underhand Pulldown","2","20","8","","","kg",
"2018-05-29 11:53:05","Back + Butt + Abs","Cable Underhand Pulldown","3","20","8","","","kg",
"2018-05-29 11:53:05","Back + Butt + Abs","Seated Cable Rows","1","20","8","","","kg",
"2018-05-29 11:53:05","Back + Butt + Abs","Seated Cable Rows","2","20","8","","","kg",
"2018-05-29 11:53:05","Back + Butt + Abs","Seated Cable Rows","3","20","8","","","kg",
"2018-05-29 11:53:05","Back + Butt + Abs","Plank","1","","","","00:01:07","",
"2018-05-30 10:19:50","Shoulders + Calves","Standing Barbell Military Press","1","12","5","","","kg",
"2018-05-30 10:19:50","Shoulders + Calves","Standing Barbell Military Press","2","12","4","","","kg",
"2018-05-30 10:19:50","Shoulders + Calves","Standing Barbell Military Press","3","12","4","","","kg",
"2018-05-30 10:19:50","Shoulders + Calves","Lateral Dumbbell Raises","1","3","15","","","kg",
"2018-05-30 10:19:50","Shoulders + Calves","Lateral Dumbbell Raises","2","3","15","","","kg",
"2018-05-30 10:19:50","Shoulders + Calves","Lateral Dumbbell Raises","3","3","15","","","kg",
"2018-05-30 10:19:50","Shoulders + Calves","Face Pull","1","15","10","","","kg",
"2018-05-30 10:19:50","Shoulders + Calves","Face Pull","2","15","10","","","kg",
"2018-05-30 10:19:50","Shoulders + Calves","Face Pull","3","15","10","","","kg",
"2018-05-30 10:19:50","Shoulders + Calves","Dumbbell Front Raises","1","3","10","","","kg",
"2018-05-30 10:19:50","Shoulders + Calves","Dumbbell Front Raises","2","3","10","","","kg",
"2018-05-30 10:19:50","Shoulders + Calves","Dumbbell Front Raises","3","3","8","","","kg",
"2018-05-30 10:19:50","Shoulders + Calves","Seated Calf Raise Machine","1","27.5","6","","","kg",
"2018-05-30 10:19:50","Shoulders + Calves","Seated Calf Raise Machine","2","27.5","8","","","kg",
"2018-05-30 10:19:50","Shoulders + Calves","Seated Calf Raise Machine","3","27.5","8","","","kg",
"2018-05-30 10:19:50","Shoulders + Calves","Standing Calf Raise Machine","1","80","5","","","kg",
"2018-05-30 10:19:50","Shoulders + Calves","Standing Calf Raise Machine","2","80","5","","","kg",
"2018-05-30 10:19:50","Shoulders + Calves","Standing Calf Raise Machine","3","80","5","","","kg",
"2018-06-01 06:32:05","Arms + Abs","Dumbbell Bicep Curl","1","5","10","","","kg",
"2018-06-01 06:32:05","Arms + Abs","Dumbbell Bicep Curl","2","5","10","","","kg",
"2018-06-01 06:32:05","Arms + Abs","Dumbbell Bicep Curl","3","5","8","","","kg",
"2018-06-01 06:32:05","Arms + Abs","Close Grip Barbell Bench Press","1","16","12","","","kg",
"2018-06-01 06:32:05","Arms + Abs","Close Grip Barbell Bench Press","2","16","10","","","kg",
"2018-06-01 06:32:05","Arms + Abs","Close Grip Barbell Bench Press","3","16","8","","","kg",
"2018-06-01 06:32:05","Arms + Abs","Barbell Bicep Curl","1","15","5","","","kg",
"2018-06-01 06:32:05","Arms + Abs","Barbell Bicep Curl","2","15","5","","","kg",
"2018-06-01 06:32:05","Arms + Abs","Barbell Bicep Curl","3","15","5","","","kg",
"2018-06-01 06:32:05","Arms + Abs","Seated Dumbbell Triceps Extension","1","7","12","","","kg",
"2018-06-01 06:32:05","Arms + Abs","Seated Dumbbell Triceps Extension","2","7","10","","","kg",
"2018-06-01 06:32:05","Arms + Abs","Seated Dumbbell Triceps Extension","3","7","10","","","kg",
"2018-06-01 06:32:05","Arms + Abs","Plank","1","","","","00:01:10","",
"2018-06-02 11:23:04","Legs + Butt","Leg Press","1","10","10","","","kg",
"2018-06-02 11:23:04","Legs + Butt","Leg Press","2","10","10","","","kg",
"2018-06-02 11:23:04","Legs + Butt","Leg Press","3","10","10","","","kg",
"2018-06-02 11:23:04","Legs + Butt","Goblet Squat","1","7","10","","","kg",
"2018-06-02 11:23:04","Legs + Butt","Goblet Squat","2","7","10","","","kg",
"2018-06-02 11:23:04","Legs + Butt","Goblet Squat","3","7","10","","","kg",
"2018-06-02 11:23:04","Legs + Butt","Barbell Romanian Deadlift","1","8","15","","","kg",
"2018-06-02 11:23:04","Legs + Butt","Barbell Romanian Deadlift","2","8","15","","","kg",
"2018-06-02 11:23:04","Legs + Butt","Barbell Romanian Deadlift","3","8","13","","","kg",
"2018-06-02 11:23:04","Legs + Butt","Barbell Hip Thrust","1","20","11","","","kg",
"2018-06-02 11:23:04","Legs + Butt","Barbell Hip Thrust","2","20","10","","","kg",
"2018-06-02 11:23:04","Legs + Butt","Barbell Hip Thrust","3","20","10","","","kg",
"2018-06-02 11:23:04","Legs + Butt","Thigh Abductor","1","15","30","","","kg",
"2018-06-05 11:03:27","Chest + Calves","Barbell Bench Press","1","20","10","","","kg",
"2018-06-05 11:03:27","Chest + Calves","Barbell Bench Press","2","22","5","","","kg",
"2018-06-05 11:03:27","Chest + Calves","Barbell Bench Press","3","22","5","","","kg",
"2018-06-05 11:03:27","Chest + Calves","Incline Dumbbell Bench Press Flys","1","8","10","","","kg",
"2018-06-05 11:03:27","Chest + Calves","Incline Dumbbell Bench Press Flys","2","8","9","","","kg",
"2018-06-05 11:03:27","Chest + Calves","Incline Dumbbell Bench Press Flys","3","8","9","","","kg",
"2018-06-05 11:03:27","Chest + Calves","Chest Dips","1","40","15","","","kg",
