"Date","Workout name","Exercise","Set","Weight","Reps","Distance","Duration","Measurement unit","Notes"
"2018-01-31 16:22:42","Chest + Calves","Incline Barbell Bench Press","1","14","5","","","kg",
"2018-01-31 16:22:42","Chest + Calves","Incline Barbell Bench Press","2","14","5","","","kg",
"2018-01-31 16:22:42","Chest + Calves","Incline Barbell Bench Press","3","14","5","","","kg",
"2018-01-31 16:22:42","Chest + Calves","Incline Barbell Bench Press","4","14","5","","","kg",
"2018-01-31 16:22:42","Chest + Calves","Incline Dumbbell Bench Press Flys","1","6","5","","","kg",
"2018-01-31 16:22:42","Chest + Calves","Incline Dumbbell Bench Press Flys","2","6","5","","","kg",
"2018-01-31 16:22:42","Chest + Calves","Incline Dumbbell Bench Press Flys","3","6","5","","","kg",
"2018-01-31 16:22:42","Chest + Calves","Barbell Bench Press","1","12","5","","","kg",
"2018-01-31 16:22:42","Chest + Calves","Barbell Bench Press","2","16","5","","","kg",
"2018-01-31 16:22:42","Chest + Calves","Barbell Bench Press","3","16","5","","","kg",
"2018-02-01 01:06:07","Arms + Abs","Barbell Drag Curl","1","3","10","","","kg",
"2018-02-01 01:06:07","Arms + Abs","Barbell Drag Curl","2","3","10","","","kg",
"2018-02-01 01:06:07","Arms + Abs","Barbell Drag Curl","3","3","10","","","kg",
"2018-02-01 01:06:07","Arms + Abs","Barbell Bicep Curl","1","4","8","","","kg",
"2018-02-01 01:06:07","Arms + Abs","Barbell Bicep Curl","2","5","10","","","kg",
"2018-02-01 01:06:07","Arms + Abs","Barbell Bicep Curl","3","5","8","","","kg",
"2018-02-01 01:06:07","Arms + Abs","Close Grip Barbell Bench Press","1","6","10","","","kg",
"2018-02-01 01:06:07","Arms + Abs","Close Grip Barbell Bench Press","2","6","10","","","kg",
"2018-02-01 01:06:07","Arms + Abs","Close Grip Barbell Bench Press","3","6","10","","","kg",
"2018-02-01 01:06:07","Arms + Abs","Seated Dumbbell Triceps Extension","1","6","10","","","kg",
"2018-02-01 01:06:07","Arms + Abs","Seated Dumbbell Triceps Extension","2","6","6","","","kg",
"2018-02-02 01:31:23","Legs + Butt","Barbell Squat","1","18","5","","","kg",
"2018-02-02 01:31:23","Legs + Butt","Barbell Squat","2","18","5","","","kg",
"2018-02-02 01:31:23","Legs + Butt","Barbell Squat","3","18","5","","","kg",
"2018-02-02 01:31:23","Legs + Butt","Leg Press","1","5","5","","","kg",
"2018-02-02 01:31:23","Legs + Butt","Leg Press","2","5","5","","","kg",
"2018-02-02 01:31:23","Legs + Butt","Leg Press","3","5","5","","","kg",
"2018-02-02 01:31:23","Legs + Butt","Barbell Romanian Deadlift","1","16","5","","","kg",
"2018-02-02 01:31:23","Legs + Butt","Barbell Romanian Deadlift","2","16","5","","","kg",
"2018-02-02 01:31:23","Legs + Butt","Barbell Romanian Deadlift","3","16","5","","","kg",
"2018-02-02 01:31:23","Legs + Butt","Barbell Hip Thrust","1","8","20","","","kg",
"2018-02-02 01:31:23","Legs + Butt","Barbell Hip Thrust","2","8","20","","","kg",
"2018-02-02 01:31:23","Legs + Butt","Barbell Hip Thrust","3","8","20","","","kg",
"2018-02-02 01:31:23","Legs + Butt","Bent Knee Hip Raise","1","2.5","1","","","kg",
"2018-02-02 01:31:23","Legs + Butt","Bent Knee Hip Raise","2","2.5","1","","","kg",
"2018-02-02 01:31:23","Legs + Butt","Bent Knee Hip Raise","3","2.5","1","","","kg",
"2018-02-05 02:12:26","Chest + Calves","Incline Barbell Bench Press","1","14","5","","","kg",
"2018-02-05 02:12:26","Chest + Calves","Incline Barbell Bench Press","2","14","5","","","kg",
"2018-02-05 02:12:26","Chest + Calves","Incline Barbell Bench Press","3","14","5","","","kg",
"2018-02-05 02:12:26","Chest + Calves","Incline Dumbbell Bench Press Flys","1","6","5","","","kg",
"2018-02-05 02:12:26","Chest + Calves","Incline Dumbbell Bench Press Flys","2","6","4","","","kg",
"2018-02-05 02:12:26","Chest + Calves","Incline Dumbbell Bench Press Flys","3","6","4","","","kg",
"2018-02-05 02:12:26","Chest + Calves","Barbell Bench Press","1","16","5","","","kg",
"2018-02-05 02:12:26","Chest + Calves","Barbell Bench Press","2","16","5","","","kg",
"2018-02-05 02:12:26","Chest + Calves","Barbell Bench Press","3","16","5","","","kg",
"2018-02-05 02:12:26","Chest + Calves","Chest Dips","1","60","10","","","kg",
"2018-02-05 02:12:26","Chest + Calves","Chest Dips","2","60","10","","","kg",
"2018-02-05 02:12:26","Chest + Calves","Chest Dips","3","60","10","","","kg",
"2018-02-05 02:12:26","Chest + Calves","Seated Calf Raise Machine","1","12","10","","","kg",
"2018-02-05 02:12:26","Chest + Calves","Seated Calf Raise Machine","2","12","10","","","kg",
"2018-02-05 02:12:26","Chest + Calves","Seated Calf Raise Machine","3","12","8","","","kg",
"2018-02-05 02:12:26","Chest + Calves","Standing Calf Raise Machine","1","50","5","","","kg",
"2018-02-05 02:12:26","Chest + Calves","Standing Calf Raise Machine","2","50","5","","","kg",
"2018-02-05 02:12:26","Chest + Calves","Standing Calf Raise Machine","3","50","5","","","kg",
"2018-02-06 01:22:26","Back + Butt + Abs","Barbell Squat","1","20","5","","","kg",
"2018-02-06 01:22:26","Back + Butt + Abs","Barbell Squat","2","20","5","","","kg",
"2018-02-06 01:22:26","Back + Butt + Abs","Barbell Deadlifts","1","22","5","","","kg",
"2018-02-06 01:22:26","Back + Butt + Abs","Barbell Deadlifts","2","22","5","","","kg",
"2018-02-06 01:22:26","Back + Butt + Abs","Barbell Deadlifts","3","22","5","","","kg",
"2018-02-06 01:22:26","Back + Butt + Abs","Bent Over Barbell Row","1","16","5","","","kg",
"2018-02-06 01:22:26","Back + Butt + Abs","Bent Over Barbell Row","2","16","5","","","kg",
"2018-02-06 01:22:26","Back + Butt + Abs","Bent Over Barbell Row","3","16","5","","","kg",
"2018-02-06 01:22:26","Back + Butt + Abs","One Arm Dumbbell Row","1","6","8","","","kg",
"2018-02-06 01:22:26","Back + Butt + Abs","One Arm Dumbbell Row","2","6","8","","","kg",
"2018-02-06 01:22:26","Back + Butt + Abs","One Arm Dumbbell Row","3","6","8","","","kg",
"2018-02-08 02:01:42","Shoulders + Calves","Standing Barbell Military Press","1","6","5","","","kg",
"2018-02-08 02:01:42","Shoulders + Calves","Standing Barbell Military Press","2","6","5","","","kg",
"2018-02-08 02:01:42","Shoulders + Calves","Standing Barbell Military Press","3","6","5","","","kg",
"2018-02-08 02:01:42","Shoulders + Calves","Seated Bent Over Rear Delt Raise","1","2","8","","","kg",
"2018-02-08 02:01:42","Shoulders + Calves","Seated Bent Over Rear Delt Raise","2","2","8","","","kg",
"2018-02-08 02:01:42","Shoulders + Calves","Seated Bent Over Rear Delt Raise","3","2","8","","","kg",
"2018-02-08 02:01:42","Shoulders + Calves","Lateral Dumbbell Raises","1","2","8","","","kg",
"2018-02-08 02:01:42","Shoulders + Calves","Lateral Dumbbell Raises","2","2","8","","","kg",
"2018-02-08 02:01:42","Shoulders + Calves","Lateral Dumbbell Raises","3","2","8","","","kg",
"2018-02-09 01:46:10","Arms + Abs","Barbell Drag Curl","1","4","5","","","kg",
"2018-02-09 01:46:10","Arms + Abs","Barbell Drag Curl","2","4","5","","","kg",
"2018-02-09 01:46:10","Arms + Abs","Barbell Drag Curl","3","4","5","","","kg",
"2018-02-09 01:46:10","Arms + Abs","Barbell Bicep Curl","1","6","5","","","kg",
"2018-02-09 01:46:10","Arms + Abs","Barbell Bicep Curl","2","6","5","","","kg",
"2018-02-09 01:46:10","Arms + Abs","Barbell Bicep Curl","3","7","5","","","kg",
"2018-02-09 01:46:10","Arms + Abs","Close Grip Barbell Bench Press","1","6","8","","","kg",
"2018-02-09 01:46:10","Arms + Abs","Close Grip Barbell Bench Press","2","6","8","","","kg",
"2018-02-09 01:46:10","Arms + Abs","Close Grip Barbell Bench Press","3","6","8","","","kg",
"2018-02-09 01:46:10","Arms + Abs","Seated Dumbbell Triceps Extension","1","6","8","","","kg",
"2018-02-09 01:46:10","Arms + Abs","Seated Dumbbell Triceps Extension","2","6","8","","","kg",
"2018-02-09 01:46:10","Arms + Abs","Seated Dumbbell Triceps Extension","3","6","6","","","kg",
"2018-02-10 05:43:43","Legs + Butt","Leg Press","1","10","5","","","kg",
"2018-02-10 05:43:43","Legs + Butt","Leg Press","2","10","5","","","kg",
"2018-02-10 05:43:43","Legs + Butt","Leg Press","3","10","5","","","kg",
"2018-02-10 05:43:43","Legs + Butt","Barbell Romanian Deadlift","1","16","5","","","kg",
"2018-02-10 05:43:43","Legs + Butt","Barbell Romanian Deadlift","2","16","5","","","kg",
"2018-02-10 05:43:43","Legs + Butt","Barbell Romanian Deadlift","3","16","5","","","kg",
"2018-02-10 05:43:43","Legs + Butt","Barbell Hip Thrust","1","15","5","","","kg",
"2018-02-10 05:43:43","Legs + Butt","Barbell Hip Thrust","2","15","5","","","kg",
"2018-02-10 05:43:43","Legs + Butt","Barbell Hip Thrust","3","15","7","","","kg",
"2018-02-13 04:58:20","Back + Butt + Abs","Barbell Squat","1","5","8","","","kg",
"2018-02-13 04:58:20","Back + Butt + Abs","Barbell Squat","2","5","8","","","kg",
"2018-02-13 04:58:20","Back + Butt + Abs","Barbell Squat","3","5","8","","","kg",
"2018-02-13 04:58:20","Back + Butt + Abs","Barbell Deadlifts","1","24","5","","","kg",
"2018-02-13 04:58:20","Back + Butt + Abs","Barbell Deadlifts","2","24","5","","","kg",
"2018-02-13 04:58:20","Back + Butt + Abs","Barbell Deadlifts","3","24","5","","","kg",
"2018-02-13 04:58:20","Back + Butt + Abs","Bent Over Barbell Row","1","18","5","","","kg",
"2018-02-13 04:58:20","Back + Butt + Abs","Bent Over Barbell Row","2","18","5","","","kg",
"2018-02-13 04:58:20","Back + Butt + Abs","Bent Over Barbell Row","3","18","5","","","kg",
"2018-02-13 04:58:20","Back + Butt + Abs","One Arm Dumbbell Row","1","7","5","","","kg",
"2018-02-13 04:58:20","Back + Butt + Abs","One Arm Dumbbell Row","2","7","5","","","kg",
"2018-02-13 04:58:20","Back + Butt + Abs","One Arm Dumbbell Row","3","7","5","","","kg",
"2018-02-14 03:00:19","Shoulders + Calves","Standing Barbell Military Press","1","8","5","","","kg",
"2018-02-14 03:00:19","Shoulders + Calves","Standing Barbell Military Press","2","8","5","","","kg",
"2018-02-14 03:00:19","Shoulders + Calves","Standing Barbell Military Press","3","8","5","","","kg",
"2018-02-14 03:00:19","Shoulders + Calves","Seated Bent Over Rear Delt Raise","1","2","8","","","kg",
"2018-02-14 03:00:19","Shoulders + Calves","Seated Bent Over Rear Delt Raise","2","2","8","","","kg",
"2018-02-14 03:00:19","Shoulders + Calves","Seated Bent Over Rear Delt Raise","3","2","8","","","kg",
"2018-02-14 03:00:19","Shoulders + Calves","Lateral Dumbbell Raises","1","2","8","","","kg",
"2018-02-14 03:00:19","Shoulders + Calves","Lateral Dumbbell Raises","2","2","8","","","kg",
"2018-02-14 03:00:19","Shoulders + Calves","Lateral Dumbbell Raises","3","2","8","","","kg",
"2018-02-14 03:00:19","Shoulders + Calves","Seated Calf Raise Machine","1","15","5","","","kg",
"2018-02-14 03:00:19","Shoulders + Calves","Seated Calf Raise Machine","2","15","6","","","kg",
"2018-02-14 03:00:19","Shoulders + Calves","Seated Calf Raise Machine","3","15","6","","","kg",
"2018-02-14 03:00:19","Shoulders + Calves","Standing Calf Raise Machine","1","50","6","","","kg",
"2018-02-14 03:00:19","Shoulders + Calves","Standing Calf Raise Machine","2","50","5","","","kg",
"2018-02-14 03:00:19","Shoulders + Calves","Standing Calf Raise Machine","3","50","5","","","kg",
"2018-02-15 01:15:24","Arms + Abs","Barbell Bicep Curl","1","8","5","","","kg",
"2018-02-15 01:15:24","Arms + Abs","Barbell Bicep Curl","2","8","5","","","kg",
"2018-02-15 01:15:24","Arms + Abs","Barbell Bicep Curl","3","8","5","","","kg",
"2018-02-15 01:15:24","Arms + Abs","Close Grip Barbell Bench Press","1","8","8","","","kg",
"2018-02-15 01:15:24","Arms + Abs","Close Grip Barbell Bench Press","2","10","6","","","kg",
"2018-02-15 01:15:24","Arms + Abs","Barbell Drag Curl","1","4","5","","","kg",
"2018-02-15 01:15:24","Arms + Abs","Barbell Drag Curl","2","4","5","","","kg",
"2018-02-15 01:15:24","Arms + Abs","Barbell Drag Curl","3","4","5","","","kg",
"2018-02-15 01:15:24","Arms + Abs","Seated Dumbbell Triceps Extension","1","6","8","","","kg",
"2018-02-15 01:15:24","Arms + Abs","Seated Dumbbell Triceps Extension","2","6","8","","","kg",
"2018-02-15 01:15:24","Arms + Abs","Seated Dumbbell Triceps Extension","3","6","8","","","kg",
"2018-02-19 02:15:24","Chest + Calves","Incline Barbell Bench Press","1","16","5","","","kg",
"2018-02-19 02:15:24","Chest + Calves","Incline Barbell Bench Press","2","16","5","","","kg",
"2018-02-19 02:15:24","Chest + Calves","Incline Barbell Bench Press","3","16","5","","","kg",
"2018-02-19 02:15:24","Chest + Calves","Incline Dumbbell Bench Press Flys","1","6","4","","","kg",
"2018-02-19 02:15:24","Chest + Calves","Incline Dumbbell Bench Press Flys","2","6","5","","","kg",
"2018-02-19 02:15:24","Chest + Calves","Incline Dumbbell Bench Press Flys","3","6","5","","","kg",
"2018-02-19 02:15:24","Chest + Calves","Barbell Bench Press","1","16","5","","","kg",
"2018-02-19 02:15:24","Chest + Calves","Barbell Bench Press","2","16","5","","","kg",
"2018-02-19 02:15:24","Chest + Calves","Barbell Bench Press","3","16","5","","","kg",
"2018-02-19 02:15:24","Chest + Calves","Glute Bridges","1","10","20","","","kg",
"2018-02-19 02:15:24","Chest + Calves","Glute Bridges","2","10","20","","","kg",
"2018-02-19 02:15:24","Chest + Calves","Glute Bridges","3","10","20","","","kg",
"2018-02-24 04:01:35","Back + Butt + Abs","Barbell Deadlifts","1","25","5","","","kg",
"2018-02-24 04:01:35","Back + Butt + Abs","Barbell Deadlifts","2","25","5","","","kg",
"2018-02-24 04:01:35","Back + Butt + Abs","Barbell Deadlifts","3","25","5","","","kg",
"2018-02-24 04:01:35","Back + Butt + Abs","Bent Over Barbell Row","1","18","5","","","kg",
"2018-02-24 04:01:35","Back + Butt + Abs","Bent Over Barbell Row","2","18","5","","","kg",
"2018-02-24 04:01:35","Back + Butt + Abs","Bent Over Barbell Row","3","18","5","","","kg",
"2018-02-24 04:01:35","Back + Butt + Abs","One Arm Dumbbell Row","1","7","5","","","kg",
"2018-02-24 04:01:35","Back + Butt + Abs","One Arm Dumbbell Row","2","7","5","","","kg",
"2018-02-24 04:01:35","Back + Butt + Abs","One Arm Dumbbell Row","3","7","5","","","kg",
"2018-02-25 06:17:45","Legs + Butt","Barbell Squat","1","6","5","","","kg",
"2018-02-25 06:17:45","Legs + Butt","Barbell Squat","2","6","5","","","kg",
"2018-02-25 06:17:45","Legs + Butt","Barbell Squat","3","6","5","","","kg",
"2018-02-25 06:17:45","Legs + Butt","Leg Press","1","10","5","","","kg",
"2018-02-25 06:17:45","Legs + Butt","Leg Press","2","10","5","","","kg",
"2018-02-25 06:17:45","Legs + Butt","Leg Press","3","10","5","","","kg",
"2018-02-28 02:41:45","Shoulders + Calves","Standing Barbell Military Press","1","9","5","","","kg",
"2018-02-28 02:41:45","Shoulders + Calves","Standing Barbell Military Press","2","9","5","","","kg",
"2018-02-28 02:41:45","Shoulders + Calves","Standing Barbell Military Press","3","9","5","","","kg",
"2018-02-28 02:41:45","Shoulders + Calves","Seated Bent Over Rear Delt Raise","1","5","12","","","kg",
"2018-02-28 02:41:45","Shoulders + Calves","Seated Bent Over Rear Delt Raise","2","5","12","","","kg",
"2018-02-28 02:41:45","Shoulders + Calves","Seated Bent Over Rear Delt Raise","3","5","12","","","kg",
"2018-02-28 02:41:45","Shoulders + Calves","Lateral Dumbbell Raises","1","3","5","","","kg",
"2018-02-28 02:41:45","Shoulders + Calves","Lateral Dumbbell Raises","2","3","5","","","kg",
"2018-02-28 02:41:45","Shoulders + Calves","Lateral Dumbbell Raises","3","2","8","","","kg",
"2018-03-02 05:26:17","Arms + Abs","Barbell Bicep Curl","1","9","5","","","kg",
"2018-03-02 05:26:17","Arms + Abs","Barbell Bicep Curl","2","9","5","","","kg",
"2018-03-02 05:26:17","Arms + Abs","Barbell Bicep Curl","3","9","5","","","kg",
"2018-03-02 05:26:17","Arms + Abs","Close Grip Barbell Bench Press","1","10","7","","","kg",
"2018-03-02 05:26:17","Arms + Abs","Close Grip Barbell Bench Press","2","10","7","","","kg",
"2018-03-02 05:26:17","Arms + Abs","Close Grip Barbell Bench Press","3","10","7","","","kg",
"2018-03-02 05:26:17","Arms + Abs","Barbell Drag Curl","1","4","6","","","kg",
"2018-03-02 05:26:17","Arms + Abs","Barbell Drag Curl","2","4","5","","","kg",
"2018-03-02 05:26:17","Arms + Abs","Barbell Drag Curl","3","4","5","","","kg",
"2018-03-02 05:26:17","Arms + Abs","Seated Dumbbell Triceps Extension","1","6","7","","","kg",
"2018-03-02 05:26:17","Arms + Abs","Seated Dumbbell Triceps Extension","2","6","7","","","kg",
"2018-03-02 05:26:17","Arms + Abs","Seated Dumbbell Triceps Extension","3","6","7","","","kg",
"2018-03-03 07:44:44","Legs + Butt","Barbell Squat","1","6","10","","","kg",
"2018-03-03 07:44:44","Legs + Butt","Barbell Squat","2","6","10","","","kg",
"2018-03-03 07:44:44","Legs + Butt","Barbell Squat","3","6","10","","","kg",
"2018-03-03 07:44:44","Legs + Butt","Leg Press","1","10","5","","","kg",
"2018-03-03 07:44:44","Legs + Butt","Leg Press","2","10","5","","","kg",
"2018-03-03 07:44:44","Legs + Butt","Leg Press","3","10","5","","","kg",
"2018-03-03 07:44:44","Legs + Butt","Barbell Romanian Deadlift","1","12","6","","","kg",
"2018-03-03 07:44:44","Legs + Butt","Barbell Romanian Deadlift","2","12","7","","","kg",
"2018-03-03 07:44:44","Legs + Butt","Bent Knee Hip Raise","1","8","20","","","kg",
"2018-03-03 07:44:44","Legs + Butt","Bent Knee Hip Raise","2","8","20","","","kg",
"2018-03-03 07:44:44","Legs + Butt","Bent Knee Hip Raise","3","8","20","","","kg",
"2018-03-05 04:38:15","Chest + Calves","Incline Barbell Bench Press","1","16","4","","","kg",
"2018-03-05 04:38:15","Chest + Calves","Incline Barbell Bench Press","2","16","4","","","kg",
"2018-03-05 04:38:15","Chest + Calves","Incline Barbell Bench Press","3","16","4","","","kg",
"2018-03-05 04:38:15","Chest + Calves","Incline Dumbbell Bench Press Flys","1","5","6","","","kg",
"2018-03-05 04:38:15","Chest + Calves","Incline Dumbbell Bench Press Flys","2","5","6","","","kg",
"2018-03-05 04:38:15","Chest + Calves","Incline Dumbbell Bench Press Flys","3","5","6","","","kg",
"2018-03-05 04:38:15","Chest + Calves","Barbell Bench Press","1","16","5","","","kg",
"2018-03-05 04:38:15","Chest + Calves","Barbell Bench Press","2","16","5","","","kg",
"2018-03-05 04:38:15","Chest + Calves","Barbell Bench Press","3","16","5","","","kg",
"2018-03-05 04:38:15","Chest + Calves","Chest Dips","1","60","8","","","kg",
"2018-03-05 04:38:15","Chest + Calves","Chest Dips","2","50","5","","","kg",
"2018-03-05 04:38:15","Chest + Calves","Chest Dips","3","50","5","","","kg",
"2018-03-05 04:38:15","Chest + Calves","Standing Calf Raise Machine","1","50","6","","","kg",
"2018-03-05 04:38:15","Chest + Calves","Standing Calf Raise Machine","2","50","6","","","kg",
"2018-03-05 04:38:15","Chest + Calves","Standing Calf Raise Machine","3","50","6","","","kg",
"2018-03-07 05:51:54","Back + Butt + Abs","Barbell Squat","1","7","5","","","kg",
"2018-03-07 05:51:54","Back + Butt + Abs","Barbell Squat","2","7","5","","","kg",
"2018-03-07 05:51:54","Back + Butt + Abs","Barbell Squat","3","7","5","","","kg",
"2018-03-07 05:51:54","Back + Butt + Abs","Barbell Deadlifts","1","25","5","","","kg",
"2018-03-07 05:51:54","Back + Butt + Abs","Barbell Deadlifts","2","25","5","","","kg",
"2018-03-07 05:51:54","Back + Butt + Abs","Barbell Deadlifts","3","25","5","","","kg",
"2018-03-07 05:51:54","Back + Butt + Abs","Bent Over Barbell Row","1","18","5","","","kg",
"2018-03-07 05:51:54","Back + Butt + Abs","Bent Over Barbell Row","2","18","5","","","kg",
"2018-03-07 05:51:54","Back + Butt + Abs","Bent Over Barbell Row","3","18","5","","","kg",
"2018-03-07 05:51:54","Back + Butt + Abs","One Arm Dumbbell Row","1","7","5","","","kg",
"2018-03-07 05:51:54","Back + Butt + Abs","One Arm Dumbbell Row","2","7","5","","","kg",
"2018-03-07 05:51:54","Back + Butt + Abs","One Arm Dumbbell Row","3","7","5","","","kg",
"2018-03-08 04:48:26","Shoulders + Calves","Standing Barbell Military Press","1","10","5","","","kg",
"2018-03-08 04:48:26","Shoulders + Calves","Standing Barbell Military Press","2","10","5","","","kg",
"2018-03-08 04:48:26","Shoulders + Calves","Standing Barbell Military Press","3","10","5","","","kg",
"2018-03-08 04:48:26","Shoulders + Calves","Lateral Dumbbell Raises","1","3","8","","","kg",
"2018-03-11 07:44:38","Legs + Butt","Barbell Squat","1","7","8","","","kg",
"2018-03-11 07:44:38","Legs + Butt","Barbell Squat","2","7","8","","","kg",
"2018-03-11 07:44:38","Legs + Butt","Barbell Squat","3","7","8","","","kg",
"2018-03-11 07:44:38","Legs + Butt","Barbell Hip Thrust","1","10","20","","","kg",
"2018-03-11 07:44:38","Legs + Butt","Barbell Hip Thrust","2","10","20","","","kg",
"2018-03-11 07:44:38","Legs + Butt","Barbell Hip Thrust","3","10","20","","","kg",
"2018-03-12 12:17:12","Chest + Calves","Incline Barbell Bench Press","1","16","5","","","kg",
"2018-03-12 12:17:12","Chest + Calves","Incline Barbell Bench Press","2","16","5","","","kg",
"2018-03-12 12:17:12","Chest + Calves","Incline Barbell Bench Press","3","16","5","","","kg",
"2018-03-12 12:17:12","Chest + Calves","Incline Dumbbell Bench Press Flys","1","5","6","","","kg",
"2018-03-12 12:17:12","Chest + Calves","Incline Dumbbell Bench Press Flys","2","5","6","","","kg",
"2018-03-12 12:17:12","Chest + Calves","Incline Dumbbell Bench Press Flys","3","5","6","","","kg",
"2018-03-12 12:17:12","Chest + Calves","Barbell Bench Press","1","16","5","","","kg",
"2018-03-12 12:17:12","Chest + Calves","Barbell Bench Press","2","16","5","","","kg",
"2018-03-12 12:17:12","Chest + Calves","Barbell Bench Press","3","16","5","","","kg",
"2018-03-12 12:17:12","Chest + Calves","Seated Calf Raise Machine","1","20","6","","","kg",
"2018-03-12 12:17:12","Chest + Calves","Seated Calf Raise Machine","2","20","6","","","kg",
"2018-03-12 12:17:12","Chest + Calves","Seated Calf Raise Machine","3","20","6","","","kg",
"2018-03-12 12:17:12","Chest + Calves","Standing Calf Raise Machine","1","60","6","","","kg",
"2018-03-12 12:17:12","Chest + Calves","Standing Calf Raise Machine","2","60","6","","","kg",
"2018-03-12 12:17:12","Chest + Calves","Standing Calf Raise Machine","3","60","6","","","kg",
"2018-03-14 03:48:02","Back + Butt + Abs","Barbell Squat","1","18","5","","","kg",
"2018-03-14 03:48:02","Back + Butt + Abs","Barbell Squat","2","18","5","","","kg",
"2018-03-14 03:48:02","Back + Butt + Abs","Barbell Squat","3","18","5","","","kg",
"2018-03-14 03:48:02","Back + Butt + Abs","Barbell Deadlifts","1","28","5","","","kg",
"2018-03-14 03:48:02","Back + Butt + Abs","Barbell Deadlifts","2","28","5","","","kg",
"2018-03-14 03:48:02","Back + Butt + Abs","Barbell Deadlifts","3","28","5","","","kg",
"2018-03-14 03:48:02","Back + Butt + Abs","Bent Over Barbell Row","1","18","5","","","kg",
"2018-03-14 03:48:02","Back + Butt + Abs","Bent Over Barbell Row","2","18","5","","","kg",
"2018-03-14 03:48:02","Back + Butt + Abs","Bent Over Barbell Row","3","18","5","","","kg",
"2018-03-14 03:48:02","Back + Butt + Abs","One Arm Dumbbell Row","1","8","5","","","kg",
"2018-03-14 03:48:02","Back + Butt + Abs","One Arm Dumbbell Row","2","8","5","","","kg",
"2018-03-14 03:48:02","Back + Butt + Abs","One Arm Dumbbell Row","3","8","5","","","kg",
"2018-03-15 04:32:11","Shoulders + Calves","Standing Barbell Military Press","1","10","4","","","kg",
"2018-03-15 04:32:11","Shoulders + Calves","Standing Barbell Military Press","2","10","4","","","kg",
"2018-03-15 04:32:11","Shoulders + Calves","Standing Barbell Military Press","3","10","3","","","kg",
"2018-03-15 04:32:11","Shoulders + Calves","Seated Bent Over Rear Delt Raise","1","10","10","","","kg",
"2018-03-15 04:32:11","Shoulders + Calves","Seated Bent Over Rear Delt Raise","2","10","10","","","kg",
"2018-03-15 04:32:11","Shoulders + Calves","Seated Bent Over Rear Delt Raise","3","10","10","","","kg",
"2018-03-15 04:32:11","Shoulders + Calves","Lateral Dumbbell Raises","1","3","5","","","kg",
"2018-03-15 04:32:11","Shoulders + Calves","Lateral Dumbbell Raises","2","2","8","","","kg",
"2018-03-15 04:32:11","Shoulders + Calves","Lateral Dumbbell Raises","3","3","7","","","kg",
"2018-03-16 04:01:32","Arms + Abs","Barbell Bicep Curl","1","9","5","","","kg",
"2018-03-16 04:01:32","Arms + Abs","Barbell Bicep Curl","2","9","5","","","kg",
"2018-03-16 04:01:32","Arms + Abs","Barbell Bicep Curl","3","9","5","","","kg",
"2018-03-16 04:01:32","Arms + Abs","Close Grip Barbell Bench Press","1","16","5","","","kg",
"2018-03-16 04:01:32","Arms + Abs","Close Grip Barbell Bench Press","2","16","5","","","kg",
"2018-03-16 04:01:32","Arms + Abs","Close Grip Barbell Bench Press","3","16","4","","","kg",
"2018-03-16 04:01:32","Arms + Abs","Barbell Drag Curl","1","5","5","","","kg",
"2018-03-16 04:01:32","Arms + Abs","Barbell Drag Curl","2","5","5","","","kg",
"2018-03-16 04:01:32","Arms + Abs","Barbell Drag Curl","3","5","5","","","kg",
"2018-03-16 04:01:32","Arms + Abs","Seated Dumbbell Triceps Extension","1","6","5","","","kg",
"2018-03-16 04:01:32","Arms + Abs","Seated Dumbbell Triceps Extension","2","6","5","","","kg",
"2018-03-16 04:01:32","Arms + Abs","Seated Dumbbell Triceps Extension","3","6","5","","","kg",
"2018-03-19 03:41:20","Chest + Calves","Incline Barbell Bench Press","1","18","3","","","kg",
"2018-03-19 03:41:20","Chest + Calves","Incline Barbell Bench Press","2","16","5","","","kg",
"2018-03-19 03:41:20","Chest + Calves","Incline Barbell Bench Press","3","16","5","","","kg",
"2018-03-19 03:41:20","Chest + Calves","Incline Dumbbell Bench Press Flys","1","6","5","","","kg",
"2018-03-19 03:41:20","Chest + Calves","Incline Dumbbell Bench Press Flys","2","6","5","","","kg",
"2018-03-19 03:41:20","Chest + Calves","Incline Dumbbell Bench Press Flys","3","6","5","","","kg",
"2018-03-19 03:41:20","Chest + Calves","Barbell Bench Press","1","16","5","","","kg",
"2018-03-19 03:41:20","Chest + Calves","Barbell Bench Press","2","16","6","","","kg",
"2018-03-19 03:41:20","Chest + Calves","Barbell Bench Press","3","16","6","","","kg",
"2018-03-19 03:41:20","Chest + Calves","Chest Dips","1","50","5","","","kg",
"2018-03-19 03:41:20","Chest + Calves","Chest Dips","2","50","7","","","kg",
"2018-03-19 03:41:20","Chest + Calves","Chest Dips","3","50","7","","","kg",
"2018-03-19 03:41:20","Chest + Calves","Seated Calf Raise Machine","1","15","6","","","kg",
"2018-03-19 03:41:20","Chest + Calves","Seated Calf Raise Machine","2","15","8","","","kg",
"2018-03-19 03:41:20","Chest + Calves","Seated Calf Raise Machine","3","15","8","","","kg",
"2018-03-19 03:41:20","Chest + Calves","Standing Calf Raise Machine","1","50","6","","","kg",
"2018-03-19 03:41:20","Chest + Calves","Standing Calf Raise Machine","2","50","6","","","kg",
"2018-03-19 03:41:20","Chest + Calves","Standing Calf Raise Machine","3","50","6","","","kg",
